ID	X	Y
"CHEMBL4218574"	"CN1CCN(c2nc(NCc3nc4c(F)c(F)ccc4[nH]3)c3ncn(-c4ccncc4)c3n2)CC1"	1
"CHEMBL592692"	"O=S(=O)(NC1CCN(CCCO)CC1)c1cc(S(=O)(=O)c2ccccc2)ccc1C(F)(F)F"	1
"CHEMBL560538"	"O=C(NCCCc1ccccc1)c1cccnc1"	0
"CHEMBL3261276"	"COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1"	1
"CHEMBL3113193"	"COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc(-c4ccccc4)cs3)cc2)c1O"	1
"CHEMBL3906031"	"NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCCCC2)C(=O)CO)c1"	0
"CHEMBL1204414"	"CNCCCC1Cc2cc(F)ccc2N(c2ccccc2F)S1(=O)=O"	0
"CHEMBL1082404"	"CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4cccc(N5CCN(C(=O)CN)CC5)c4)cnn3c2N)cc1"	0
"CHEMBL4535063"	"OC(C(c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12)C(F)(F)F"	1
"CHEMBL1096155"	"COc1cc(N2CCN(C3CCN(c4cccc5c(C)cc(C)nc45)CC3)CC2)c2ncccc2c1"	1
"CHEMBL3672389"	"CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4nc(C)no4)c3)cc12"	1
"CHEMBL1084292"	"CC(C)(C)NCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O"	1
"CHEMBL2431656"	"CN1CCC(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)Nc2ccncc2)CC1"	0
"CHEMBL2403630"	"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3cscn3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1"	0
"CHEMBL3601294"	"CN(C)Cc1ccc(CCn2ccc(OCc3ccccc3)cc2=O)cc1"	1
"CHEMBL1683885"	"CNCC1(c2ccc(Cl)cc2)CCCCC1"	0
"CHEMBL2403733"	"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](OC)(c2ccc(-c3ccncc3)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1"	0
"CHEMBL4209231"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC3(CC2)C(=O)Cc2ccccc23)CC1"	1
"CHEMBL594983"	"Cc1nc2c(C(F)(F)F)cccc2n1-c1cccc(Oc2cc(F)cc(S(C)(=O)=O)c2)c1"	1
"CHEMBL4514156"	"COc1cc(NC(=O)NCc2cccnc2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCOCC3)c(OC)c2)n1"	0
"CHEMBL3634391"	"COc1ccc2c(OC[C@@H]3C[C@H]4C(=O)N(C)CCCCC=C[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N34)cc(-c3nc(C(C)C)cs3)nc2c1Cl"	1
"CHEMBL2104993"	"Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1"	1
"CHEMBL4292773"	"CCN(CC)CCNC(=O)c1cc(C(CC)(CC)c2ccc(OCSc3ccccc3)c(C)c2)cn1CC"	0
"CHEMBL3354958"	"O=C(NC1CCOCC1)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21"	0
"CHEMBL555693"	"CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCN(S(C)(=O)=O)CC2)cc2ccccc21"	0
"CHEMBL2431634"	"O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2ccccc2c1"	1
"CHEMBL1169814"	"CC(=O)c1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n1C"	1
"CHEMBL521922"	"Oc1cc(CN=Cc2c(O)nc(O)c3ccc(I)cc23)ncc1-c1ccoc1"	0
"CHEMBL1760865"	"CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1"	1
"CHEMBL4452992"	"CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](Nc2ncccc2N)[C@H]1NC(C)=O"	0
"CHEMBL4211678"	"CN1CCN(c2nc(NCc3nc4cc(Cl)c(Cl)cc4[nH]3)c3ncn(-c4cccnc4)c3n2)CC1"	1
"CHEMBL175767"	"O=C(CN1CCC(N2C(=O)OCc3ccccc32)CC1)Nc1ccc(C2CCCCC2)cc1"	1
"CHEMBL4174510"	"CC(C)(C)[C@@H](CF)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21"	0
"CHEMBL4161070"	"CNC(=O)[C@@H](NC(=O)c1coc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)cc2)n1)C(C)C"	1
"CHEMBL1169700"	"N#Cc1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1"	0
"CHEMBL1951032"	"COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1"	0
"CHEMBL1171291"	"CCCCN1C(=O)C(CCC)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2"	1
"CHEMBL3407774"	"CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)[C@H](O)[C@@H]2O"	0
"CHEMBL4228854"	"C=C(C)[C@@H]1CC[C@]2(CNCCCN3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL257636"	"Cc1nc2ccc(-c3ccccc3Cl)c(CN)c2n1C"	1
"CHEMBL2386146"	"CC(C)(CO)c1ccc(-c2ccc(C#N)cn2)cc1"	0
"CHEMBL3786166"	"C=C(C)[C@@H]1CC[C@]2(C(=O)NCCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL4646118"	"C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F"	0
"CHEMBL4282979"	"CCn1c(C(=O)N[C@@H](C)CO)ccc1C(CC)(CC)c1ccc(OCS(=O)(=O)c2ccccc2)c(C)c1"	0
"CHEMBL1645012"	"COc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1C#Cc1ccccc1"	1
"CHEMBL521674"	"CCn1cnc(CN2CCN(c3cccc4[nH]c(-c5ccc(C(C)(C)C)cc5)nc34)CC2)c1C"	1
"CHEMBL2012793"	"Cc1cc(C=CC#N)cc(C)c1Oc1cc(Nc2ccc(C#N)cc2)c(N)cc1C(N)=O"	0
"CHEMBL3763497"	"Cn1ncnc1C1c2nnc(O)c3cc(F)cc(c23)NC1c1ccccc1"	0
"CHEMBL4204068"	"C[C@H](O)[C@@H](CCc1cccc(-c2ccccn2)c1)n1cnc2c(N)ncnc21"	0
"CHEMBL2087328"	"CNC(=O)NCC(O)CN1[C@@H]2CC[C@H]1C[C@@H](NC(=O)c1cc3ccccc3n(C(C)C)c1=O)C2"	0
"CHEMBL4172563"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4cc(F)ccc4n3)c(F)c2)o1)C(C)C"	1
"CHEMBL3357901"	"CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)OCC(=O)N(C)C"	0
"CHEMBL201607"	"CC(C(=O)O)c1cccc(/C(=N\O)c2ccccc2)c1"	0
"CHEMBL3354976"	"CC(C)(CO)NC(=O)c1nn(-c2cnccn2)c2c1C[C@H]1C[C@@H]21"	0
"CHEMBL3603913"	"Cc1cc(C#N)cc(-c2cc(-n3cccn3)ncn2)c1"	1
"CHEMBL3357880"	"CCOc1cc(NC(=O)C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Cl)cn5)n(C)c4c3)CCC2)ccc1C=CC(=O)OCC(=O)O"	0
"CHEMBL4213304"	"COc1ccc2ncc(C(=O)N3CCN(S(C)(=O)=O)CC3)c(N3CCC(C#N)(c4ccccc4)CC3)c2c1"	1
"CHEMBL566829"	"N[C@@H](CC(=O)N1CCC[C@H]1c1nc(-c2ncc(F)cc2F)no1)Cc1cc(F)c(F)cc1F"	0
"CHEMBL3747207"	"Nc1ccc(C2CCCCC2)nc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1"	1
"CHEMBL3653158"	"COc1ccc(F)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O"	1
"CHEMBL564316"	"CCCCn1nc(-c2nc3ccccc3s2)nc2c(=O)n(C)c(=O)nc1-2"	0
"CHEMBL2391381"	"CC(=O)N1CCCN(CCC(=O)NC2CCCCCC2)CC1"	0
"CHEMBL4446961"	"COc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1"	1
"CHEMBL176267"	"COc1ccc2c(c1)COC(=O)N2C1CCN(CC(=O)Nc2ccc3ncccc3c2)CC1"	1
"CHEMBL3422083"	"CC(C)[C@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4C5CCC4COC5)cc3)c2c1)c1ccccc1Cl"	0
"CHEMBL1080994"	"Cc1c(Nc2c(C#N)cncc2C=Cc2cccc(S(=O)(=O)N3CCN(C)CC3)c2)ccc2[nH]ccc12"	1
"CHEMBL4285796"	"Fc1cccc(-c2ccccc2N2CCN(CCc3c[nH]c4ccc(F)cc34)CC2)c1"	1
"CHEMBL3355185"	"O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1F"	1
"CHEMBL4207993"	"CCCCSC[C@H]([C@H](C)O)n1cnc2c(N)ncnc21"	0
"CHEMBL562476"	"CNC[C@@H](O)[C@H](c1ccccc1)n1ccc2ccccc21"	1
"CHEMBL1835127"	"O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1CC(F)F"	0
"CHEMBL2431637"	"O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc2cc(Br)ccc2c1"	1
"CHEMBL366917"	"COC1[C@H](NC(=O)CC2OC(COCc3ccccc3)C(OCc3ccccc3)C(OCc3ccccc3)C2OCc2ccccc2)C=C[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]12CCN3C"	1
"CHEMBL568799"	"CNc1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2cc(C)ccc2n1"	1
"CHEMBL2335990"	"CCOC(=O)C1=C(O)C(=Cc2cc(C)n(-c3ccc(C(F)(F)F)cc3)c2C)N=C1C"	0
"CHEMBL3765291"	"Cn1ccnc1C1c2nnc(O)c3cccc(c23)NC1c1ccccc1"	0
"CHEMBL4521762"	"O=S(=O)(NCc1ccc(-c2cccnc2)cc1)c1cc2ccccc2[nH]1"	1
"CHEMBL589375"	"O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ccc(OC(F)(F)F)cc2)CC1"	0
"CHEMBL270714"	"Cn1c(C#N)ccc1-c1ccc2c(c1F)C(C)(C)C(=O)N2"	1
"CHEMBL589620"	"N#Cc1cccc(OC2CCN(C(=O)NCc3ccc(Cl)cc3Cl)CC2)c1"	1
"CHEMBL4211406"	"CC1(C#N)CCN(c2c(C(=O)N3CCC(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)CC1"	0
"CHEMBL563216"	"O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)c1cccnc1"	1
"CHEMBL4212671"	"CN(C)S(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CC3)cc2)CC1"	1
"CHEMBL4161554"	"C=C(C)[C@@H]1CC[C@]2(NCCN3CC4C(C3)C4NS(C)(=O)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL1289183"	"O=C(NCCCN(C1=NS(=O)(=O)c2ccccc21)c1ccccc1)c1ccc(F)cc1"	1
"CHEMBL4590192"	"O=C(NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc(-c2ccsc2)cc1"	1
"CHEMBL3741584"	"COc1ccc(N2C(=O)N(Cc3c(F)cc(F)cc3F)c3ncccc3S2(=O)=O)nc1OC"	1
"CHEMBL589258"	"CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21"	1
"CHEMBL3216541"	"CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12"	1
"CHEMBL1949759"	"O=S(=O)(c1ccccc1)c1ccc2c(c1)O[C@H]1CNCC[C@@H]21"	0
"CHEMBL3410054"	"Cc1[nH]c2ncnc(-c3ccc(NC(=O)N(CCN)c4ccc(Cl)cc4)c(F)c3)c2c1C"	0
"CHEMBL521256"	"Cn1c(C(=O)c2ccc(Cl)cc2)cnc1CCCCN1CCCCC1"	1
"CHEMBL2024117"	"Cc1cc(-c2nnc(N)nc2-c2cc(F)cc(F)c2)cc(C)n1"	0
"CHEMBL390776"	"COc1cccc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc12"	1
"CHEMBL4213430"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(CO)(c3ccccc3)CC2)CC1"	1
"CHEMBL4276688"	"CCN(CC)CCNC(=O)c1cc(C(CC)(CC)c2ccc(OCSC)c(C)c2)cn1CC"	0
"CHEMBL1085511"	"CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CCN(C)CC5)cc4)cnn3c2N)cc1"	1
"CHEMBL1170694"	"CCCCN1C(=O)C(CC2CCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2"	1
"CHEMBL3103040"	"COc1ccc(-n2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1"	1
"CHEMBL595344"	"CC(C)S(=O)(=O)c1cccc(Oc2cccc(-c3ccnc4c(C(F)(F)F)cccc34)c2)c1"	1
"CHEMBL1651843"	"CCS(=O)(=O)Oc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1"	0
"CHEMBL4291164"	"CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(C)CC4)c3)cc12"	0
"CHEMBL3764300"	"COCCOc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCOC"	0
"CHEMBL1829763"	"C[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)N1CC[C@](CCO)(c2ccc(F)cc2)OC1=O"	0
"CHEMBL2031501"	"Cc1nc(C(=O)N2CC(F)CC[C@H]2CNC(=O)c2cccc3occc23)c(-c2ccccc2)s1"	0
"CHEMBL4218610"	"C[C@H](O)[C@@H](CSc1cccc(C(F)(F)F)c1)n1cnc2c(N)ncnc21"	0
"CHEMBL2391359"	"CCN1CCN(CC(=O)N(C)C2CCCC2)CC1C"	1
"CHEMBL179073"	"Cc1ccc2c(c1)N(C1CCN(CC(=O)Nc3nccs3)CC1)C(=O)OC2"	1
"CHEMBL2012895"	"Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOC[C@H](O)CO)c2c1C(=O)CC2"	0
"CHEMBL3353880"	"CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(Cl)cc2)on1"	1
"CHEMBL556234"	"CS(=O)(=O)c1ccc(C(CCNC(=O)c2ccc(OCC(F)(F)F)nc2)c2ccc(F)cc2)cc1"	0
"CHEMBL4634542"	"C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12"	0
"CHEMBL4162629"	"CC(C)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)c(F)c2)o1)C(=O)NC1CNC1"	1
"CHEMBL2403320"	"CC(C)N(c1ccc(Oc2ncccc2C(F)(F)F)cc1C(=O)O)C(=O)[C@H]1CC[C@H](C)CC1"	0
"CHEMBL3422067"	"O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1"	1
"CHEMBL2431649"	"O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccccc1"	1
"CHEMBL1778494"	"CN1CC[C@@](NC(=O)c2ccc3c(C4CCCCC4)c(-c4ccccn4)n(C)c3c2)(C(=O)Nc2ccc(C=CC(=O)O)cc2)C1"	1
"CHEMBL4163521"	"C=C(C)[C@@H]1CC[C@]2(NCCC3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL4162987"	"CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2cnccn2)c2c1C[C@H]1C[C@@H]21"	0
"CHEMBL1096614"	"Cn1c(=O)nc2n(CCC3CC3)nc(C34CC5CC(CC(C5)C3)C4)nc-2c1=O"	1
"CHEMBL562081"	"CS(=O)(=O)c1ccc(C(=O)NCCC(c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)cc1"	0
"CHEMBL4572794"	"COc1ccc(N2CCN(C(=O)Oc3cccc(N4CCOCC4)c3)[C@H](C)C2)cc1"	1
"CHEMBL2012906"	"C#Cc1ccc(Nc2c(C(=O)NOCCO)c3n(c(=O)c2F)CCC3)c(F)c1"	0
"CHEMBL2334292"	"Oc1nc([C@@H]2CNC[C@H]2c2ccccc2)nc2ccc(-c3cn[nH]c3)cc12"	0
"CHEMBL1644759"	"Cc1cc(-c2cccc3cc[nH]c23)c(Cl)c2c1NC(C)(C)[C@H](O)[C@H]2C"	1
"CHEMBL1645019"	"COc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1C#Cc1ccccn1"	1
"CHEMBL605196"	"O=C(c1ccc(Cl)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1"	1
"CHEMBL1829477"	"C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)n2)cc1F"	0
"CHEMBL3337539"	"O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(N2CCN(c3cccc(Cl)c3)CC2)cc1F"	1
"CHEMBL4581074"	"O=C(C(c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12)C(F)(F)F"	0
"CHEMBL1682432"	"Cc1c(F)c(-c2cccc3cc[nH]c23)cc2c1NC(C)(C)[C@H](O)[C@H]2C"	1
"CHEMBL4159255"	"CC(C)[C@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)c(F)c2)o1)C(=O)N[C@@H]1CCCC[C@H]1O"	0
"CHEMBL2048287"	"N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4[nH]c5c(c4c3)CCC5CC(=O)O)no2)c1"	0
"CHEMBL3809595"	"FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1"	0
"CHEMBL4216026"	"CC#C[C@@H](Cc1nn[nH]n1)c1ccc(OCc2ccc3scc(-c4cc(OCCOC)ccc4C)c3c2)cc1"	1
"CHEMBL1813067"	"C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(O)nn2)cc1"	0
"CHEMBL2398475"	"CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@@H](O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12"	1
"CHEMBL568903"	"CNC(=O)c1cc(OC)c(O[C@@H](C)C(=O)N2CCN(C(=O)c3ccccc3)C[C@H]2C)cn1"	0
"CHEMBL2181721"	"Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCC1"	1
"CHEMBL521969"	"COc1cc(OC)c2c(c1Cl)O[C@]1(C2=O)C(OCc2ccccc2)=CC(=O)C[C@H]1C"	0
"CHEMBL1643368"	"Nc1nccc2cc(O[C@H]3CCCNC3)ccc12"	0
"CHEMBL1835129"	"CCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O"	0
"CHEMBL3337532"	"O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cccc(C(F)(F)F)c2)cc1F"	0
"CHEMBL564893"	"O=C(NCCC(c1ccc(F)cc1)c1ccc(F)cc1)c1ccnc(OCC(F)(F)F)c1"	1
"CHEMBL2024114"	"Nc1nnc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1"	0
"CHEMBL3628485"	"N=C(N)Nc1ccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)cc1"	1
"CHEMBL2431645"	"O=C(CCCc1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1"	1
"CHEMBL590594"	"CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCCN(C)C)cc4)cc3)nc21"	1
"CHEMBL551110"	"CCNC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12"	0
"CHEMBL1171014"	"CC(=O)c1c(F)c(C(=O)NOC[C@H](O)CO)c(Nc2ccc(I)cc2F)n1C"	1
"CHEMBL241241"	"CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2"	1
"CHEMBL1471788"	"Cc1ccnc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1"	1
"CHEMBL3408844"	"CCOc1nc(NC(=O)C(C)(C)NC(=O)c2ccc3c(C4CCCC4)c(-c4cncnc4)n(C)c3c2)ccc1C=CC(=O)O"	0
"CHEMBL1084015"	"CCNCC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O"	1
"CHEMBL589136"	"O=C(NCc1ccc(Cl)cc1Cl)N1CCC(Oc2ncccn2)CC1"	0
"CHEMBL4577852"	"C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@H]1c1cccc(O)c1"	0
"CHEMBL1204413"	"CNCCCC1Cc2cc(F)ccc2N(c2ccccc2)S1(=O)=O"	0
"CHEMBL1344437"	"N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1"	1
"CHEMBL1079611"	"Cc1c(Nc2c(C#N)cncc2C=Cc2ccc(S(=O)(=O)N3CCCC3)cc2)ccc2[nH]ccc12"	1
"CHEMBL3422098"	"CC(C)C[C@@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1)c1ccccn1"	1
"CHEMBL1095368"	"Cc1c(Nc2c(C#N)cncc2C=Cc2cccc(CN3CCC(N(C)C)CC3)c2)ccc2[nH]ccc12"	0
"CHEMBL2391375"	"CC(C)(C)CCNC(=O)CN1CCN(C(=O)C2CCCCC2)CC1"	1
"CHEMBL3422069"	"CN1CCC(Oc2ccc(-c3[nH]nc4ccc(C(=O)NC(c5ccsc5)C5CCCC5)cc34)cc2)CC1"	1
"CHEMBL498271"	"C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1"	0
"CHEMBL556303"	"O=C(NCCC(c1ccccc1)c1ccccc1)c1ccccc1"	1
"CHEMBL3354956"	"O=C(N[C@H](CO)c1ccccc1)c1nn(-c2ccc(F)cc2F)c2c1C[C@H]1C[C@@H]21"	0
"CHEMBL464422"	"COc1ccc(F)cc1CCC1CCC(CCN)O1"	0
"CHEMBL2346725"	"Cc1cccc(NC(=O)c2nc(C)n(-c3ccc(F)cc3)c2C)n1"	0
"CHEMBL1087670"	"Cc1cnc(NCCc2ccc3c(c2)CCC3)c(=O)n1CC(=O)NCCON=C(N)N"	1
"CHEMBL3609633"	"COc1cc(-c2cn([C@H]3C[C@H](C)c4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1"	0
"CHEMBL536743"	"CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2"	1
"CHEMBL4592513"	"N#CC(C(=O)N1CCCCC1)=C(O)c1cc(O)c(O)c([N+](=O)[O-])c1"	0
"CHEMBL460877"	"Cc1cccc(Cl)c1NC(=O)Nc1cc2ccccc2cc1C(=O)N[C@@H](CCCCN)C(=O)O"	1
"CHEMBL482360"	"O=C(COc1ccccc1)NC(c1ccccc1F)c1cc(Cl)c2cccnc2c1O"	1
"CHEMBL4169845"	"CS(=O)(=O)c1cccc(-c2cnc3c(O)n(Cc4cc(F)ccc4C#N)c(N4CCC[C@@H](N)C4)nc2-3)c1"	0
"CHEMBL3354941"	"CC(C)(NC(=O)c1nn(Cc2ccc(F)cc2)c2c1C[C@H]1C[C@@H]21)c1ccccc1"	1
"CHEMBL2386595"	"[2H]C([2H])([2H])N1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1"	1
"CHEMBL587760"	"CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O"	1
"CHEMBL1672206"	"Cc1ccc(Nc2nc(-c3cc(-c4ccccc4)no3)cs2)nc1"	0
"CHEMBL4159740"	"C=C(C)[C@@H]1CC[C@]2(NC(=O)C(C(C)C)N3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL1651845"	"CC(C)CS(=O)(=O)Oc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1"	1
"CHEMBL1672198"	"COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)cs2)nc1"	0
"CHEMBL631"	"CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1"	1
"CHEMBL4209981"	"O=[N+]([O-])c1ccc2c(ccn2Cc2cc(CN3CCCC3)c(O)c3ncccc23)c1"	0
"CHEMBL2059577"	"CC(C)n1nc(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CC(O)CN2CCCCC2)c2ccccc21"	0
"CHEMBL4476294"	"Fc1ccc2[nH]cc(CCCN3CCN(c4nsc5ccccc45)CC3)c2c1"	1
"CHEMBL4569152"	"CC(=NNC(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1"	0
