ID	X	Y
"CHEMBL2181491"	"COc1ccc(-c2cc(-c3cccc(S(C)(=O)=O)c3)cnc2N)cn1"	0
"CHEMBL3220762"	"CC(=O)CC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N2CCCC(N2)C(=O)O[C@H](/C(C)=C/C=C/C(=O)N2CCOCC2)C/C=C/C=C/[C@H](O)[C@H](C)[C@H]1O"	0
"CHEMBL178516"	"c1cncc(-c2c[nH]cn2)c1"	0
"CHEMBL515184"	"Cc1cccc(CN2C(=O)C(C3=NS(=O)(=O)c4cc(NS(C)(=O)=O)ccc4N3)=C(O)[C@H]3CCC[C@H]32)c1"	0
"CHEMBL3121095"	"O=C1NN=C(c2ccc(OC3CCN(C4CCC4)CC3)cc2)[C@H]2C[C@@H]12"	0
"CHEMBL3112910"	"COc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1"	1
"CHEMBL3114829"	"CNCCc1cn(C)c2c1C(=O)C1=C(NC=CS1(=O)=O)C2=O"	0
"CHEMBL2018910"	"COc1ccc2[nH]c(SCC(C)(C)C)nc2c1"	0
"CHEMBL4550982"	"COc1cc(C(=O)c2c[nH]c(-c3c[nH]c4cccc(C)c34)n2)cc(OC)c1OC"	0
"CHEMBL497360"	"CN(c1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccn3n(CCC(C)(C)C)c1=O)=N2)S(C)(=O)=O"	0
"CHEMBL3421843"	"Cn1nc(C(C)(C)NC(=O)[C@H]2[C@@H]3CNC[C@@H]32)c2ccccc21"	0
"CHEMBL1683883"	"CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCC1"	1
"CHEMBL239528"	"CCCC1Oc2ccc(-c3c(N)nc(N)nc3CC)cc2N(CCCOC)C1=O"	0
"CHEMBL4548580"	"CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCCN=C=S)cc3)nc2n1C1CCCC1"	0
"CHEMBL1079909"	"CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]21"	1
"CHEMBL4172535"	"COc1cc(C(=O)c2c[nH]c(-c3c[nH]c4ccccc34)n2)cc2c1OCO2"	0
"CHEMBL4647554"	"CC1CCCCC1NC(=O)NCCSc1nnc(C2CC2)n1-c1ccccc1"	1
"CHEMBL1081529"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccccc3)C1=O)=N2"	0
"CHEMBL3398637"	"Nc1[nH]nc2cc(-c3[nH]c([C@H](Cc4ccccc4)NC(=O)NCc4cc(Cl)ccc4-n4cccn4)nc3Cl)ccc12"	1
"CHEMBL4437906"	"CCc1cc(NC(=O)c2nn(C3CCN(C(=O)NC(C)(C)C)CC3)c3ccccc23)ccc1-c1nnc(O)c(C)c1C"	1
"CHEMBL4213597"	"CC#C[C@@H](Cc1nn[nH]n1)c1ccc(OCc2ccc3sc(Cl)c(-c4ccc(OCCOC)cc4C)c3c2)cc1"	0
"CHEMBL4169179"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(C)csc4n3)c(F)c2)o1)C(C)C"	1
"CHEMBL2322484"	"O=S(=O)(Nc1cccc(CO)c1)c1ccc(-c2ccccc2)cc1"	1
"CHEMBL4475653"	"COc1cccc(CN2C(=O)CN(C(=O)c3cc4cc(OC)ccc4[nH]3)C[C@@H]2CCc2ccccc2)c1"	1
"CHEMBL1630784"	"CCN(CC)C(=O)COC[C@H](C)[C@H]1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1"	1
"CHEMBL256741"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c(-c3cccs3)nn(CCC3CCC3)c1=O)=N2"	0
"CHEMBL525553"	"CC(C)CCN1C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)C2CCCN21"	0
"CHEMBL1922139"	"COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1"	1
"CHEMBL4280329"	"Cc1ccccc1S(=O)(=O)N1CC2(CN(c3ccc(C(=O)NCc4ccc(F)cc4)nn3)C2)C1"	1
"CHEMBL3990727"	"NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCC2)C(=O)CO)c1"	0
"CHEMBL4644082"	"COc1cc2nc3cc(Nc4ccc(OC(F)(F)F)cc4)ccc3c(O)c2cc1F"	0
"CHEMBL4576732"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccccc4C)[C@@H](Cc4ccccc4)C3)cc2c1"	1
"CHEMBL4226544"	"C=C(C)[C@@H]1CC[C@]2(CNCCCO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL3753069"	"O=C(O)c1ccc(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCc2cc(Cl)ccc2-n2cnnn2)cc1"	1
"CHEMBL1683905"	"NCC1(c2cccs2)CCCCC1"	0
"CHEMBL254968"	"CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(N(C)S(C)(=O)=O)ccc3N2)c(O)c2cccn21"	0
"CHEMBL395688"	"CCN(C)C(=O)N1CC(N)C(c2ccc(Cl)cc2Cl)C1"	0
"CHEMBL3315070"	"CC(C)Oc1ccc(-c2ccc3c(n2)Oc2c(F)cccc2[C@@H]3C(C)(C)C(=O)NC(N)=O)cn1"	0
"CHEMBL567283"	"CCOCCn1cc(C(=O)NCc2ccc(Cl)cc2Cl)ccc1=O"	1
"CHEMBL3545252"	"CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C"	0
"CHEMBL4640927"	"Cc1ccc(NC(=O)c2ccc(S(C)(=N)=O)cc2)cc1Nc1nccc(-c2cccnc2)n1"	0
"CHEMBL3338194"	"CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1"	0
"CHEMBL4640539"	"Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2[C@H]1CC[C@@H](CO)CC1"	0
"CHEMBL3770659"	"Cc1nc2c([N+](=O)[O-])c(Cl)c(Cl)cc2n1Cc1ccc(-n2cccn2)cc1"	0
"CHEMBL1779534"	"Cc1c2c(n3c1CCCN1CCNC[C@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O"	0
"CHEMBL2386144"	"C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)NC3(C(F)(F)F)CC3)CC[C@@H]12"	0
"CHEMBL4640390"	"COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CCc2ccccc2)CC(=O)NC2CCC2)nn1CC(C)C"	1
"CHEMBL3754684"	"CCOC(C(=O)Nc1cnc2ccccc2c1)c1cc(Cl)ccc1Cl"	1
"CHEMBL595011"	"CS(=O)(=O)c1cccc(Oc2cccc(-n3c(C4CC4)nc4c(C(F)(F)F)cccc43)c2)c1"	1
"CHEMBL1650414"	"N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(-c2ccccc2)c1=O"	0
"CHEMBL1642895"	"CN[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1"	0
"CHEMBL4634589"	"Nc1ncnc2c1c(Oc1cccc(C(F)(F)F)c1)nn2[C@H]1C[C@H](O)C1"	0
"CHEMBL4483498"	"[2H]C([2H])([2H])Oc1nn2cc(-c3cc4c(OCc5nc(N6CCOCC6)sc5C)cc(OC)cc4o3)nc2s1"	1
"CHEMBL2346715"	"Cc1c(C(=O)Nc2ccc(F)cn2)nn(C)c1-c1ccc(F)cc1"	0
"CHEMBL3354549"	"CCC(=O)N1CCN(C(=O)N2CCCC[C@H]2C(=O)Nc2cc(C(C)(C)C)on2)CC1"	0
"CHEMBL2011147"	"CCC1=C(C(=O)CC2CCC(CC)CC2)[C@H](c2ccc(O)c(Cl)c2)NC(=O)N1"	1
"CHEMBL4128615"	"O=C(N[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)c1ccc(-c2nnc(-c3cc(F)cc(-c4ccccn4)c3)o2)cc1"	1
"CHEMBL1683889"	"CN(C)CC1(c2ccc(F)c(Cl)c2)CCCCC1"	1
"CHEMBL1808645"	"O=C(/C=C/c1ccc2c(c1)CN(CCc1cnn3ccccc13)C2)NO"	0
"CHEMBL4460447"	"C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1"	0
"CHEMBL2152394"	"N#CCC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1"	0
"CHEMBL1642906"	"CNC[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1"	0
"CHEMBL1669598"	"CCOC(=O)CCn1cc(CN2CCN(c3cc(C(=O)Nc4ccc5c(c4)-c4c(c(C(N)=O)nn4-c4ccc(F)cc4)CC5)c(Cl)cn3)CC2)cn1"	1
"CHEMBL3752251"	"O=C(C=Cc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2noc(O)n2)cc1"	0
"CHEMBL4442081"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4cccc(C)c4)[C@@H](Cc4ccccc4)C3)cc2c1"	0
"CHEMBL4163873"	"C=C(C)[C@@H]1CC[C@]2(NCCNC3CCS(=O)(=O)C3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	0
"CHEMBL4458283"	"Cc1cccc(S(=O)(=O)[C@@]23CCN(C(=O)[C@H]4CC[C@H](C(=O)O)CC4)[C@@H]2CCc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc23)c1"	0
"CHEMBL570042"	"CCN(N=c1c(O)c(O)c1=Nc1cccc(C(=O)N(C)C)c1O)c1ccccc1"	0
"CHEMBL3125620"	"CC(C)(C)NC(=O)Nc1nc(Cl)c(-c2ccc(-c3cccnc3)cc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O"	0
"CHEMBL1684044"	"CC(C)CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1"	0
"CHEMBL4172893"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)c(F)c2)o1)C1CCOCC1"	1
"CHEMBL237005"	"COC(=O)C1COCCN1C(=O)C(F)(F)Sc1ccc(C(C)C)cc1"	0
"CHEMBL292521"	"CC[C@@H]1CN2CCc3c([nH]c4cccc(O)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC"	0
"CHEMBL4469320"	"CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(/C=N/N4CCN(C)CC4)nc3)c(F)c2)C(=O)O1"	0
"CHEMBL4175968"	"CC(C)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)cc2)o1)C(=O)NC[C@H](O)CO"	0
"CHEMBL4578490"	"Cc1ccc(-n2c(C)nnc2-c2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)cc1"	0
"CHEMBL2207582"	"N#CC1(n2cc([C@@H](NC(=O)c3ccsc3)C3CCS(=O)(=O)CC3)nn2)CC1"	0
"CHEMBL2332099"	"COc1cccc(CN(C(=O)Nc2ccc(-c3cn[nH]c3)cc2)C2CC2)c1"	1
"CHEMBL583226"	"CCC(CC)[C@@H]1CC(O)=C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)cc1"	0
"CHEMBL564897"	"CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)NC3CCCC3)ccc12)C(=O)O"	0
"CHEMBL3422295"	"COc1ccc2nc3cc(Cl)ccc3c(N(CCCN(C)C)/C(C)=N/CCCN(C)C)c2n1"	0
"CHEMBL4080520"	"CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc(O)c4c(n3)CCC4)c(F)c2)o1)C(C)C"	1
"CHEMBL1828783"	"CC(C)n1ccnc1N=C(NC(=O)Cc1ccccc1)Nc1ccc(Cl)c(Cl)c1"	0
"CHEMBL1780092"	"Cc1oc(-c2ccccc2)nc1CN1CCC[C@@H](C(=O)NC[C@H]2CCCO2)C1"	1
"CHEMBL4206968"	"CC#C[C@@H](Cc1nn[nH]n1)c1ccc(OCc2ccc3sc(C#N)c(-c4ccccc4C)c3c2)cc1"	1
"CHEMBL559456"	"Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl"	0
"CHEMBL1780108"	"CC[C@@H]1C[C@@H](C(=O)NC[C@@H]2CCCO2)CN(Cc2nc(N3CCOCC3)oc2C)C1"	1
"CHEMBL1860146"	"N=C(NC1CCCCC1)c1ccccc1-c1ccccc1"	0
"CHEMBL460963"	"CN(C)CC(C)(C)Cn1c(CCc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21"	0
"CHEMBL4295151"	"COc1cc2c(=O)n(C3CCCCC3)c3c4cc[nH]c4ncc3c2cc1OC"	1
"CHEMBL3338189"	"CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(C(F)(F)F)cn4)CC3)cc2=O)cc1"	0
"CHEMBL4203375"	"Fc1cccc(-n2cnc3c(NCc4nc5c(F)c(F)ccc5[nH]4)nc(N4CCOCC4)nc32)c1F"	1
"CHEMBL2346719"	"Cc1c(C(=O)Nc2ccnc(Cl)c2)nn(C)c1-c1ccc(F)cc1"	0
"CHEMBL1945847"	"Cc1nn(C)c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1"	0
"CHEMBL4633349"	"COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)OC)CCCC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1"	0
"CHEMBL4649293"	"CC(=O)N[C@@H](CCCN)C(=O)NC(C)(C)C(N)=O"	0
"CHEMBL565811"	"COC(=O)[C@H](C(C)C)N1CCCO[P@@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)C=CC(=O)O"	0
"CHEMBL2313189"	"Cc1ccc(S(=O)(=O)N2CCC(C(=O)NC34CC5CC(CC(C5)C3)C4)CC2)c(C)c1"	1
"CHEMBL4569725"	"O=S(=O)(NCc1ccc(-c2ccc(F)nc2)cc1)c1cc2ccc(Cl)cc2[nH]1"	1
"CHEMBL3798077"	"O=C(NCCc1nc(-c2ccccc2)cs1)c1ccccc1"	1
"CHEMBL2419490"	"CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C"	0
"CHEMBL514172"	"COc1cc(NC(=O)C2COc3ccccc3C2)c(F)cc1-c1cn[nH]c1"	1
"CHEMBL497485"	"O=C1COc2ccc(NC(=O)C3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2N1"	1
"CHEMBL4647199"	"COC(=O)Nc1ccc2c(c1)N[C@@H](C(F)(F)F)CCC=CC[C@H](NC(=O)C=Cc1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1"	1
"CHEMBL245356"	"COc1ccc(-c2cnc(N3CC(N)C(c4ccc(Cl)cc4Cl)C3)nc2)cc1"	0
"CHEMBL3421824"	"CCN(CC)CCN=C(C)Nc1ccnc2cc(Cl)ccc12"	1
"CHEMBL3799989"	"O=C(NCCc1nc(-c2cccc(F)c2)cs1)N1CCCCC1"	1
"CHEMBL4513257"	"NCc1ccc(-n2c(-c3cccnc3N)nc3ccc(-c4ccccc4)nc32)cc1"	0
"CHEMBL1095714"	"CS(=O)(=O)c1cccc(-c2cccc(-c3ccnc4c(C(F)(F)F)cccc34)c2)c1"	0
"CHEMBL474681"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@H]3CCC[C@H]3N(Cc3ccc(F)c(F)c3)C1=O)=N2"	0
"CHEMBL4166892"	"CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(C(=O)N[C@H]3CCCc4ccccc43)cc2)cc1"	0
"CHEMBL534942"	"Clc1ccccc1CC(c1ccccc1)N1CCNCC1"	0
"CHEMBL4207592"	"CC#C[C@@H](Cc1nn[nH]n1)c1ccc(OCc2ccc3sc(C(F)(F)F)c(-c4ccc(OCCOC)cc4C)c3c2)cc1"	0
"CHEMBL2332069"	"COc1cccc(CN(CCN2CCCC2)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1"	1
"CHEMBL3264178"	"CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3CC(=O)CC[C@@]32C)[C@@H]2CC[C@H]([C@H](C)CCCNCCNc3ccnc4cc(Cl)ccc34)[C@@]12C"	1
"CHEMBL4639190"	"CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc([N+](=O)[O-])c4)C3=O)cc2)CC1"	1
"CHEMBL493088"	"O=C(NCCNc1ccnc2cc(Cl)ccc12)C1CCC2(CC1)OOC1(CCCCC1)OO2"	0
"CHEMBL4551603"	"c1nnc(SC2CCCC2)nc1-c1cnnc(SC2CCCC2)n1"	0
"CHEMBL4288952"	"O=C(NCc1ccccc1)c1ccc(N2CCN(S(=O)(=O)c3cccc(Cl)c3Cl)CC2)nn1"	1
"CHEMBL1076429"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)=N2"	0
"CHEMBL556737"	"CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C"	1
"CHEMBL2349542"	"Cc1cccc(NC(=O)c2nn(C)c(-c3ccc(C(F)(F)F)cc3)c2C)n1"	0
"CHEMBL497"	"Oc1c(I)cc(Cl)c2cccnc12"	0
"CHEMBL4549976"	"NS(=O)(=O)NCC(=O)NCCSc1nonc1C(=NO)Nc1ccc(F)c(C(F)F)c1"	0
"CHEMBL3753468"	"O=C(C=Cc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2nc[nH]n2)cc1"	0
"CHEMBL4582567"	"O=c1c(-c2ccc(F)cc2)c2n(c(=O)n1CCCCN1CCCC(c3c[nH]c4ccc(F)cc34)C1)CCCC2"	1
"CHEMBL1222484"	"O=C(Nc1cc2ccnc(O)c2cc1Cl)[C@H]1CCNC1"	0
"CHEMBL3219692"	"Cc1nnc(S(=O)(=O)CC(=O)C23CC4CC(CC(C4)C2)C3)s1"	1
"CHEMBL3354532"	"CC(C)CN1CCCC[C@H]1C(=O)Nc1cc(C(C)(C)C)on1"	1
"CHEMBL4206272"	"CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CC3)cc2)CC1"	0
"CHEMBL4450384"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4ccccc4)[C@@H](CN4CCC(C(F)(F)F)CC4)C3)cc2c1"	0
"CHEMBL219046"	"O=C(O)c1c(O)c(Cc2ccc(Cl)cc2)nc2c3c(ccc12)CCCC3"	0
"CHEMBL3353877"	"CC(C)(C)c1cc(NC(=O)[C@@H]2C[C@@H](O)CN2CC2CCOCC2)on1"	0
"CHEMBL4593633"	"C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCNCC3)cc2)O1"	0
"CHEMBL1684072"	"Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(CCO)cnc21"	0
"CHEMBL4591792"	"CC#Cc1nnn(Cc2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)c1ccc(C(=O)O)cc1"	0
"CHEMBL493937"	"CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1"	0
"CHEMBL2322969"	"Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc([N+](=O)[O-])ccc1Cl"	0
"CHEMBL572138"	"COc1ccc(CN2C(=O)c3cccc(N4CCN([C@H](C)c5ccccc5)CC4)c3C2=O)cc1OC"	1
"CHEMBL4573248"	"COc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4cccc(OC(F)F)c4)[C@@H](CN4CCCCC4)C3)cc2c1"	1
"CHEMBL3234876"	"Cc1cccc(Nc2sc(-c3cccc(C(F)(F)F)c3)cc2C(N)=O)n1"	0
"CHEMBL3754712"	"O=C(C=Cc1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc2nc(O)cc(O)c2c1"	0
"CHEMBL3617336"	"CNc1nc(NC2CC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1"	0
"CHEMBL4463581"	"O=C(N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12)C1(O)CCS(=O)(=O)CC1"	0
"CHEMBL221959"	"C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12"	0
"CHEMBL4640152"	"C[C@@H]1CN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@H](C)N1C[C@@H](C)O"	0
"CHEMBL4464657"	"O=C(O)CC(c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12"	0
"CHEMBL2047189"	"COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(Br)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Br)cc3)cc2)[nH]1)C(C)C"	0
"CHEMBL2019024"	"Cc1ccc2[nH]c(SCc3ccccn3)nc2c1"	0
"CHEMBL1076285"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)cc3F)C1=O)=N2"	0
"CHEMBL3747269"	"Cn1c(-c2cccnc2)c(C#N)c2ccc(Cl)cc21"	0
"CHEMBL2018909"	"COc1ccc2[nH]c(SCC(C)C)nc2c1"	1
"CHEMBL3410040"	"Cc1c[nH]c2ncnc(-c3ccc(NC(=O)N(CCO)c4ccccc4Cl)cc3)c12"	0
"CHEMBL4462028"	"O=C(Nc1ccccc1)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1"	0
"CHEMBL4442900"	"Cc1ccc2[nH]c(C(=O)N3CC(=O)N(Cc4cccc(OC(F)F)c4)[C@@H](Cc4ccccc4)C3)cc2c1"	0
"CHEMBL2023413"	"COc1ccc(-c2nc(Nc3cccc(NC(=O)NC4CCNC4)c3)nc3[nH]cnc23)cc1"	0
"CHEMBL2315662"	"NC(=O)c1ccc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12"	0
"CHEMBL4632642"	"COc1cc2nc3ccc(Nc4ccc(OC(F)(F)F)cc4)cc3c(O)c2cc1Cl"	0
"CHEMBL2401889"	"Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cnccc1Cl"	0
"CHEMBL2349533"	"Cc1cccc(NC(=O)c2nn(C)c(-c3ccccc3)c2C)n1"	0
"CHEMBL496497"	"CC(C)(C)[C@H](NC(=O)n1c(=O)n(CC2CCCO2)c2ccccc21)C(N)=O"	0
"CHEMBL3798883"	"COc1cc2c(Nc3c(F)ccc(O)c3C)ncnc2cc1OCCCN1CCCC1C(F)(F)F"	1
"CHEMBL4164688"	"O=C(N[C@@H](CO)C(F)(F)F)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21"	0
"CHEMBL2346731"	"Cc1nc(C(=O)Nc2cccc(F)n2)c(C)n1-c1ccc(F)cc1"	0
"CHEMBL485945"	"NCCNc1nnc(-c2ccc(F)c(F)c2Nc2ccc(I)cc2F)o1"	0
"CHEMBL2375667"	"CC(C)CNc1cc(N(C)CCNc2ccnc(N)n2)nc(N)n1"	0
"CHEMBL4455204"	"O=C(CCCCCCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(O)cc1O"	0
"CHEMBL3120772"	"CCOc1cc(O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4C=CCCCCC[C@H](NC(=O)OC(C)C)C(=O)N3C2)c2ccc(OC)c(C)c2n1"	1
"CHEMBL566630"	"COC(=O)[C@H](C(C)C)N1CCCO[P@]1(=O)COCCn1cnc2c(N)ncnc21.O=C(O)C=CC(=O)O"	0
"CHEMBL438673"	"COc1ccc(S(=O)(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC"	0
"CHEMBL3603872"	"CN(Cc1ccccc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1"	0
"CHEMBL389338"	"O=c1n(Cc2nc3ccccc3n2CCCC2(O)CC2)c2cnccc2n1C1CC1"	1
"CHEMBL4453648"	"C[C@H](NC(=O)c1c(C2=CCCC2)nnn1Cc1ccc(C(F)(F)F)cc1)c1ccc(C(=O)O)cc1"	0
"CHEMBL4446421"	"COc1ccccc1S(=O)(=O)Nc1ccc2c3c(cc(-n4cnc(C)c4)nc13)C(=O)N2C"	1
"CHEMBL1684063"	"Cn1c(=O)cc(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21"	0
"CHEMBL240813"	"CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNS(C)(=O)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2"	0
"CHEMBL3216532"	"CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNCC"	0
"CHEMBL1780087"	"COC[C@@H]1C[C@@H](C(=O)NCC2CCOCC2)CN(Cc2[nH]c(-c3ccncn3)nc2C)C1"	1
"CHEMBL4206963"	"Cc1cc(O)ccc1C(=O)NCCc1ccc(C(C)(C)C)cc1"	1
"CHEMBL4634268"	"CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1"	0
"CHEMBL11"	"CN(C)CCCN1c2ccccc2CCc2ccccc21"	0
"CHEMBL1076284"	"CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)NC(C1=C(O)[C@@H]3C4CCC(CC4)[C@@H]3N(Cc3ccc(F)c(Cl)c3)C1=O)=N2"	0
"CHEMBL4441348"	"Cc1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)n2ccnc(O)c12"	0
"CHEMBL537586"	"CC(C)N(C)C(=O)n1cnc(S(=O)(=O)C2CC3CCC2C3)n1"	0
"CHEMBL3770133"	"NCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	1
