experiment_id,lr,dropout_ratio,batch_size,num_experts,alpha,beta,min_temp,decay,num_layer,emb_dim,gate_dim,split_type,train_metric,val_metric,val_metric_std,test_metric,test_metric_std,num_epochs_trained,early_stopped,timestamp,train_auprc,train_accuracy,train_f1,train_sensitivity,train_specificity,val_auprc,val_accuracy,val_f1,val_sensitivity,val_specificity,test_auprc,test_accuracy,test_f1,test_sensitivity,test_specificity
exp_0075,0.001,0.3,32,3,0.1,1.0,1,1e-05,5,300,50,scaffold,99.4484,88.3751,,83.8650,,77,True,2025-11-21 12:37:48,0.9932,0.9680,0.9696,0.9658,0.9704,0.8598,0.7744,0.8024,0.8102,0.7278,0.8727,0.7584,0.7902,0.7621,0.7530
exp_0055,0.001,0.3,128,3,1.0,1.0,1,1e-05,3,300,50,scaffold,96.9683,87.7233,,83.4595,,103,True,2025-11-21 12:39:11,0.9714,0.9013,0.9018,0.8578,0.9500,0.8855,0.7758,0.7880,0.7372,0.8259,0.8639,0.7824,0.8145,0.8000,0.7564
exp_0035,0.001,0.3,512,3,0.1,0.01,1,0.0,5,300,50,scaffold,99.0959,87.5204,,83.2930,,84,True,2025-11-21 12:39:59,0.9921,0.9501,0.9529,0.9551,0.9446,0.8938,0.7895,0.8172,0.8321,0.7342,0.8727,0.7749,0.8111,0.8092,0.7240
exp_0011,0.001,0.3,512,3,1.0,0.1,1,0.0,5,300,50,scaffold,99.4169,88.0047,,82.5677,,108,True,2025-11-21 12:39:59,0.9949,0.9592,0.9615,0.9647,0.9529,0.9043,0.7882,0.8184,0.8443,0.7152,0.8611,0.7721,0.8109,0.8184,0.7036
exp_0007,0.001,0.3,128,3,1.0,0.1,1,0.0,3,300,50,scaffold,96.8478,87.8457,,83.8023,,103,True,2025-11-21 12:41:10,0.9690,0.9028,0.9042,0.8674,0.9425,0.8805,0.7827,0.7948,0.7445,0.8323,0.8686,0.7811,0.8142,0.8034,0.7479
exp_0031,0.001,0.3,128,3,0.1,0.01,1,0.0,3,300,50,scaffold,97.0613,87.4180,,83.7164,,103,True,2025-11-21 12:41:34,0.9712,0.9056,0.9067,0.8674,0.9484,0.8801,0.7758,0.7880,0.7372,0.8259,0.8668,0.7763,0.8091,0.7943,0.7496
exp_0004,0.001,0.3,128,3,1.0,1.0,1,0.0,5,300,50,scaffold,99.5946,88.5498,,84.1144,,74,True,2025-11-21 12:44:22,0.9965,0.9690,0.9707,0.9722,0.9654,0.8856,0.7868,0.8139,0.8248,0.7373,0.8770,0.7694,0.8044,0.7943,0.7325
exp_0017,0.001,0.3,512,3,1.0,0.01,1,0.0,5,300,50,scaffold,99.4772,88.2180,,83.0933,,109,True,2025-11-21 12:45:23,0.9955,0.9609,0.9632,0.9681,0.9529,0.9008,0.7964,0.8234,0.8394,0.7405,0.8671,0.7694,0.8073,0.8092,0.7104
exp_0036,0.001,0.3,32,3,0.01,1.0,1,0.0,3,300,50,scaffold,97.2241,87.4923,,83.7477,,88,True,2025-11-21 12:45:44,0.9631,0.9079,0.9089,0.8693,0.9513,0.8651,0.7662,0.7745,0.7105,0.8386,0.8675,0.7742,0.8097,0.8046,0.7291
exp_0000,0.001,0.3,32,3,1.0,1.0,1,0.0,3,300,50,scaffold,97.0371,87.4673,,83.4198,,88,True,2025-11-21 12:47:54,0.9569,0.8956,0.8956,0.8470,0.9500,0.8601,0.7648,0.7735,0.7105,0.8354,0.8576,0.7660,0.8002,0.7851,0.7376
exp_0002,0.001,0.3,512,3,1.0,1.0,1,0.0,3,300,50,scaffold,95.0901,85.8280,,82.3791,,119,True,2025-11-21 12:49:33,0.9506,0.8846,0.8903,0.8860,0.8830,0.8769,0.7909,0.8105,0.7908,0.7911,0.8561,0.7625,0.7950,0.7713,0.7496
exp_0103,0.001,0.3,128,3,0.01,0.01,1,1e-05,3,300,50,scaffold,97.1233,87.4188,,83.4616,,103,True,2025-11-21 12:49:39,0.9733,0.9056,0.9062,0.8630,0.9534,0.8824,0.7813,0.7916,0.7348,0.8418,0.8642,0.7790,0.8119,0.7989,0.7496
exp_0024,0.001,0.3,32,3,0.1,0.1,1,0.0,3,300,50,scaffold,97.4727,87.1485,,82.8319,,97,True,2025-11-21 12:52:26,0.9674,0.9230,0.9277,0.9339,0.9109,0.8729,0.7895,0.8141,0.8151,0.7563,0.8625,0.7666,0.8039,0.8011,0.7155
exp_0100,0.001,0.3,128,3,0.01,0.1,1,1e-05,5,300,50,scaffold,99.7554,89.0419,,82.0040,,90,True,2025-11-21 12:53:08,0.9979,0.9739,0.9754,0.9777,0.9696,0.8807,0.7992,0.8290,0.8613,0.7184,0.8610,0.7646,0.8050,0.8138,0.6917
exp_0003,0.001,0.3,32,3,1.0,1.0,1,0.0,5,300,50,scaffold,99.4660,88.4852,,83.9266,,81,True,2025-11-21 12:53:09,0.9950,0.9658,0.9674,0.9588,0.9738,0.8899,0.8102,0.8349,0.8491,0.7595,0.8786,0.7763,0.8107,0.8023,0.7376
exp_0266,1e-05,0.3,512,3,0.01,0.01,1,0.0,3,300,50,scaffold,83.4016,77.2344,,77.8556,,500,False,2025-11-21 12:53:53,0.8436,0.7532,0.7491,0.6966,0.8167,0.8036,0.6960,0.7081,0.6521,0.7532,0.8235,0.7076,0.7455,0.7172,0.6934
exp_0091,0.001,0.3,128,3,0.01,1.0,1,1e-05,3,300,50,scaffold,97.0776,87.4885,,83.3421,,103,True,2025-11-21 12:54:51,0.9728,0.9036,0.9039,0.8578,0.9550,0.8805,0.7744,0.7842,0.7251,0.8386,0.8629,0.7797,0.8122,0.7977,0.7530
exp_0006,0.001,0.3,32,3,1.0,0.1,1,0.0,3,300,50,scaffold,96.8915,87.4804,,83.7824,,88,True,2025-11-21 12:56:57,0.9537,0.8989,0.8993,0.8541,0.9492,0.8621,0.7524,0.7581,0.6861,0.8386,0.8691,0.7701,0.8033,0.7862,0.7462
exp_0086,0.001,0.3,512,3,0.1,0.01,1,1e-05,3,300,50,scaffold,95.8485,86.0305,,82.2542,,120,True,2025-11-21 12:58:34,0.9620,0.8828,0.8852,0.8548,0.9142,0.8846,0.7868,0.7979,0.7445,0.8418,0.8483,0.7625,0.7945,0.7690,0.7530
exp_0265,1e-05,0.3,128,3,0.01,0.01,1,0.0,3,300,50,scaffold,87.8867,82.5526,,80.4570,,500,False,2025-11-21 13:01:31,0.8821,0.8039,0.8073,0.7772,0.8338,0.8427,0.7455,0.7637,0.7275,0.7690,0.8395,0.7509,0.7908,0.7885,0.6951
exp_0097,0.001,0.3,128,3,0.01,0.1,1,1e-05,3,300,50,scaffold,97.1930,87.3183,,83.2576,,103,True,2025-11-21 13:02:03,0.9745,0.9042,0.9045,0.8578,0.9563,0.8820,0.7730,0.7837,0.7275,0.8323,0.8617,0.7742,0.8077,0.7943,0.7445
exp_0259,1e-05,0.3,128,3,0.01,0.1,1,0.0,3,300,50,scaffold,87.8450,82.5865,,80.4069,,500,False,2025-11-21 13:04:12,0.8818,0.8037,0.8067,0.7750,0.8359,0.8429,0.7497,0.7667,0.7275,0.7785,0.8391,0.7502,0.7901,0.7874,0.6951
exp_0090,0.001,0.3,32,3,0.01,1.0,1,1e-05,3,300,50,scaffold,97.0027,87.1169,,84.0489,,88,True,2025-11-21 13:04:29,0.9576,0.9022,0.9023,0.8541,0.9563,0.8620,0.7648,0.7686,0.6910,0.8608,0.8710,0.7694,0.8007,0.7759,0.7598
exp_0105,0.001,0.3,32,3,0.01,0.01,1,1e-05,5,300,50,scaffold,99.4578,88.8802,,83.9270,,79,True,2025-11-21 13:04:29,0.9915,0.9649,0.9664,0.9547,0.9763,0.8684,0.7978,0.8151,0.7883,0.8101,0.8672,0.7701,0.8160,0.8540,0.6457
exp_0084,0.001,0.3,32,3,0.1,0.01,1,1e-05,3,300,50,scaffold,97.4044,87.1986,,82.8069,,97,True,2025-11-21 13:05:33,0.9658,0.9240,0.9276,0.9209,0.9275,0.8706,0.7937,0.8139,0.7981,0.7880,0.8578,0.7632,0.8007,0.7966,0.7138
exp_0267,1e-05,0.3,32,3,0.01,0.01,1,0.0,5,300,50,scaffold,92.8193,87.1370,,82.9511,,500,False,2025-11-21 13:06:57,0.9373,0.8484,0.8550,0.8452,0.8521,0.8987,0.7868,0.8089,0.7981,0.7722,0.8665,0.7467,0.7781,0.7437,0.7513
exp_0087,0.001,0.3,32,3,0.1,0.01,1,1e-05,5,300,50,scaffold,99.3544,88.3004,,83.9505,,58,True,2025-11-21 13:07:27,0.9942,0.9609,0.9633,0.9696,0.9513,0.8835,0.7703,0.8005,0.8151,0.7120,0.8684,0.7701,0.8031,0.7851,0.7479
exp_0261,1e-05,0.3,32,3,0.01,0.1,1,0.0,5,300,50,scaffold,92.7916,87.1562,,82.9764,,500,False,2025-11-21 13:08:45,0.9370,0.8490,0.8556,0.8463,0.8521,0.8993,0.7882,0.8103,0.8005,0.7722,0.8662,0.7467,0.7778,0.7425,0.7530
exp_0098,0.001,0.3,512,3,0.01,0.1,1,1e-05,3,300,50,scaffold,96.3559,85.9982,,82.3014,,137,True,2025-11-21 13:08:59,0.9664,0.8920,0.8944,0.8652,0.9221,0.8785,0.7827,0.7980,0.7591,0.8133,0.8489,0.7563,0.7873,0.7552,0.7581
exp_0083,0.001,0.3,512,3,0.1,0.1,1,1e-05,5,300,50,scaffold,99.7186,87.6228,,82.1901,,126,True,2025-11-21 13:09:04,0.9976,0.9725,0.9739,0.9710,0.9742,0.8880,0.7895,0.8172,0.8321,0.7342,0.8560,0.7721,0.8076,0.8011,0.7291
exp_0260,1e-05,0.3,512,3,0.01,0.1,1,0.0,3,300,50,scaffold,83.3896,77.2352,,77.8177,,500,False,2025-11-21 13:09:43,0.8435,0.7528,0.7486,0.6959,0.8167,0.8041,0.7001,0.7116,0.6545,0.7595,0.8229,0.7076,0.7458,0.7184,0.6917
exp_0076,0.001,0.3,128,3,0.1,1.0,1,1e-05,5,300,50,scaffold,99.6735,88.8771,,82.8691,,83,True,2025-11-21 13:10:36,0.9972,0.9698,0.9715,0.9736,0.9654,0.8955,0.8006,0.8300,0.8613,0.7215,0.8635,0.7653,0.8048,0.8103,0.6985
exp_0102,0.001,0.3,32,3,0.01,0.01,1,1e-05,3,300,50,scaffold,98.9169,87.1370,,83.6646,,168,True,2025-11-21 13:11:34,0.9813,0.9588,0.9608,0.9551,0.9629,0.8581,0.7648,0.7816,0.7445,0.7911,0.8606,0.7859,0.8247,0.8437,0.7002
exp_0067,0.001,0.3,128,3,1.0,0.01,1,1e-05,3,300,50,scaffold,96.9687,87.2987,,83.5749,,103,True,2025-11-21 13:12:48,0.9710,0.9046,0.9055,0.8648,0.9492,0.8791,0.7772,0.7891,0.7372,0.8291,0.8673,0.7790,0.8104,0.7908,0.7615
exp_0096,0.001,0.3,32,3,0.01,0.1,1,1e-05,3,300,50,scaffold,97.1292,87.4030,,83.3666,,88,True,2025-11-21 13:13:38,0.9640,0.9016,0.9017,0.8530,0.9563,0.8587,0.7689,0.7705,0.6861,0.8766,0.8656,0.7605,0.7970,0.7874,0.7206
